2560.000	4.000	0.000	0.000	50.000	10382.066	10361.801
2560.000	4.000	0.100	0.000	50.000	10156.266	10031.004
2560.000	4.000	0.200	0.000	50.000	10133.211	10126.642
2560.000	4.000	0.300	0.000	50.000	9956.734	10088.050
2560.000	4.000	0.400	0.000	50.000	10399.299	10208.004
2560.000	4.000	0.500	0.000	50.000	9965.323	10134.854
2560.000	4.000	0.600	0.000	50.000	10176.768	10241.433
2560.000	4.000	0.700	0.000	50.000	10138.801	10190.702
2560.000	4.000	0.800	0.000	50.000	10157.256	10176.106
2560.000	4.000	0.900	0.000	50.000	10052.972	10406.553
2560.000	4.000	1.000	0.000	50.000	10026.170	9995.339
2560.000	4.000	1.100	0.000	50.000	10089.353	10142.421
2560.000	4.000	1.200	0.000	50.000	10344.002	10133.868
2560.000	4.000	1.300	0.000	50.000	10374.157	10087.724
2560.000	4.000	1.400	0.000	50.000	10499.276	10359.744
2560.000	4.000	1.500	0.000	50.000	10094.571	9892.283
2560.000	4.000	1.600	0.000	50.000	10208.004	10036.487
2560.000	4.000	1.700	0.000	50.000	9984.462	10442.620
2560.000	4.000	1.800	0.000	50.000	10720.142	10577.513
2560.000	4.000	1.900	0.000	50.000	10291.290	10284.864
2560.000	4.000	2.000	0.000	50.000	10157.916	9960.550
2560.000	4.000	2.100	0.000	50.000	10189.374	9873.789
2560.000	4.000	2.200	0.000	50.000	9571.779	10041.653
2560.000	4.000	2.300	0.000	50.000	9918.094	10024.238
2560.000	4.000	2.400	0.000	50.000	10037.133	10902.988
2560.000	4.000	2.500	0.000	50.000	10659.397	13951.303
2560.000	4.000	2.600	0.000	50.000	13703.821	22370.111
2560.000	4.000	2.700	0.000	50.000	17296.767	32221.814
2560.000	4.000	2.800	0.000	50.000	27938.988	26744.683
2560.000	4.000	2.900	0.000	50.000	27146.941	48718.288
2560.000	4.000	3.000	0.000	50.000	39885.171	70583.806
2560.000	4.000	3.100	0.000	50.000	68098.874	42333.363
2560.000	4.000	3.200	0.000	50.000	44546.561	35737.500
2560.000	4.000	3.300	0.000	50.000	55238.121	65756.384
2560.000	4.000	3.400	0.000	50.000	75117.795	80969.821
2560.000	4.000	3.500	0.000	50.000	56877.745	40442.836
2560.000	4.000	3.600	0.000	50.000	45229.227	62499.174
2560.000	4.000	3.700	0.000	50.000	59247.319	294550.959
2560.000	4.000	3.800	0.000	50.000	735760.513	1983365.266
2560.000	4.000	3.900	0.000	50.000	486175.206	539591.274
2560.000	4.000	4.000	0.000	50.000	198532.004	6228.291
2592.000	4.000	0.000	0.000	50.000	11205.731	10566.828
2592.000	4.000	0.100	0.000	50.000	10700.428	11145.958
2592.000	4.000	0.200	0.000	50.000	10460.742	10475.073
2592.000	4.000	0.300	0.000	50.000	10585.362	10855.599
2592.000	4.000	0.400	0.000	50.000	10963.734	10575.374
2592.000	4.000	0.500	0.000	50.000	10781.178	10633.769
2592.000	4.000	0.600	0.000	50.000	10722.337	10863.470
2592.000	4.000	0.700	0.000	50.000	10810.087	10899.590
2592.000	4.000	0.800	0.000	50.000	10563.626	10855.224
2592.000	4.000	0.900	0.000	50.000	10783.767	10910.924
2592.000	4.000	1.000	0.000	50.000	10951.533	10376.907
2592.000	4.000	1.100	0.000	50.000	10332.055	10844.747
2592.000	4.000	1.200	0.000	50.000	10653.250	10646.749
2592.000	4.000	1.300	0.000	50.000	10556.873	10668.811
2592.000	4.000	1.400	0.000	50.000	10578.583	10890.161
2592.000	4.000	1.500	0.000	50.000	10340.244	10428.373
2592.000	4.000	1.600	0.000	50.000	10654.335	11559.840
2592.000	4.000	1.700	0.000	50.000	11486.823	10876.612
2592.000	4.000	1.800	0.000	50.000	10745.800	10694.964
2592.000	4.000	1.900	0.000	50.000	10661.568	10082.187
2592.000	4.000	2.000	0.000	50.000	9956.416	10497.167
2592.000	4.000	2.100	0.000	50.000	10119.426	11351.547
2592.000	4.000	2.200	0.000	50.000	11485.155	12875.417
2592.000	4.000	2.300	0.000	50.000	13148.567	24622.208
2592.000	4.000	2.400	0.000	50.000	22185.729	69551.599
2592.000	4.000	2.500	0.000	50.000	79932.432	54124.355
2592.000	4.000	2.600	0.000	50.000	53128.641	123544.655
